"Medicare Part D Drug Spending and Utilization, Calendar Years 2015 - 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
By Manufacturer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Average spending per dosage unit reflects multiple routes of administration of the drug (e.g., intravenous, subcutaneous) which individually may have different unit pricing. Additional information regarding calculation of spending per unit can be found in the methodology document.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2015,,,,,,,,2016,,,,,,,,,2017,,,,,,,2018,,,,,,,,2019,,,,,,,,Yearly Change  ,
Captopril,Captopril,Legacy Pharmace,"$6,533.16","5,892",105,43,$1.10,$62.22,$151.93,0,"$5,839.17","5,198",82,26,$1.12,$71.21,$224.58,0,"$4,823.98","3,627",63,19,$1.35,$76.57,$253.89,0,"$2,430.52","$1,804.00",29, ,$1.35,$83.81, ,1,"$1,043.75",810,16, ,$1.24,$65.23, ,1,-8.48%,2.99%
Captopril,Captopril,Major Pharmaceu,"$3,685.71","4,053",60,24,$0.92,$61.43,$153.57,0, , , , , , , , , , , , , , , , ,"$1,497.36","$1,390.00",21, ,$1.14,$71.30, ,1,"$11,538.19","14,955",113,78,$0.78,$102.11,$147.93,0,-31.86%,-4.17%
Captopril,Captopril,Mylan,"$24,444,944.79","21,958,845","200,665","45,942",$1.08,$121.82,$532.08,0,"$17,472,746.15","17,050,634","154,620","35,084",$1.00,$113.00,$498.03,0,"$13,106,841.09","11,722,512","99,705","25,733",$1.09,$131.46,$509.34,0,"$8,545,606.10","$8,168,081.90","65,069","17,613",$1.02,$131.33,$485.19,0,"$3,493,914.43","3,410,841","27,307","10,907",$1.00,$127.95,$320.34,0,-1.98%,-2.01%
Captopril,Captopril,Mylan Instituti,"$33,924.29","35,459",572,164,$0.96,$59.31,$206.86,0,"$20,241.75","21,295",370,114,$0.95,$54.71,$177.56,0,"$14,990.11","13,684",242,68,$1.09,$61.94,$220.44,0,"$6,020.99","$6,073.00",103,37,$0.98,$58.46,$162.73,0,"$5,186.73","4,827",70,26,$1.08,$74.10,$199.49,0,9.69%,2.94%
Captopril,Captopril,Sandoz, , , , , , , , ,"$310,299.94","264,076","2,514","1,724",$1.13,$123.43,$179.99,0,"$3,379,115.89","2,795,191","28,151","8,095",$1.17,$120.04,$417.43,0,"$3,770,792.47","$3,161,843.50","34,475","9,042",$1.15,$109.38,$417.03,0,"$5,087,116.62","4,525,328","45,469","11,751",$1.08,$111.88,$432.91,0,-5.81%,-1.44%
Captopril,Captopril,West-Ward/Hikma,"$17,227,356.86","14,324,221","155,058","33,578",$1.17,$111.10,$513.05,0,"$17,104,700.13","14,485,076","146,646","30,490",$1.14,$116.64,$560.99,0,"$13,870,882.78","10,828,361","110,201","23,420",$1.24,$125.87,$592.27,0,"$9,343,505.87","$7,632,808.50","70,231","17,969",$1.19,$133.04,$519.98,0,"$8,554,952.69","7,897,433","63,507","19,334",$1.06,$134.71,$442.48,0,-10.90%,-2.48%
Captopril,Captopril,Wockhardt USA L,"$1,532,424.43","1,553,228","21,516","7,814",$0.96,$71.22,$196.11,0,"$183,364.98","178,538","2,668",884,$1.01,$68.73,$207.43,0,"$22,745.42","17,243",258,123,$1.34,$88.16,$184.92,0,"$11,085.77","$7,714.00",132,34,$1.45,$83.98,$326.05,0,"$1,245.77",730,11,11,$1.62,$113.25,$113.25,1,11.59%,13.97%
Captopril-Hydrochlorothiazide,Captopril/Hydrochlorothiazide,Mylan,"$3,475,680.75","2,212,939","27,901","5,384",$1.57,$124.57,$645.56,0,"$2,820,073.95","1,778,664","22,036","4,575",$1.57,$127.98,$616.41,0,"$3,030,501.61","1,485,374","17,371","3,706",$2.02,$174.46,$817.73,0,"$2,361,716.42","$1,157,333.00","13,148","3,029",$2.02,$179.63,$779.70,0,"$1,613,719.54","738,066","8,509","2,274",$2.18,$189.65,$709.64,0,8.32%,8.62%
Carac,Fluorouracil,Valeant/Bausch,"$15,896,414.55","195,031","6,041","4,944",$81.51,"$2,631.42","$3,215.29",0,"$5,768,602.01","71,314","2,038","1,645",$80.89,"$2,830.52","$3,506.75",0,"$2,578,555.95","31,740",902,676,$81.24,"$2,858.71","$3,814.43",0,"$268,593.95","$3,300.00",91,70,$81.39,"$2,951.58","$3,837.06",0,"$306,684.05","3,960",106,94,$77.45,"$2,893.25","$3,262.60",0,-4.85%,-1.27%
Carafate,Sucralfate,Aptalis/Allerga,"$86,482,653.68","261,889,505","391,150","153,128",$0.33,$221.10,$564.77,0,"$90,882,661.65","248,500,843","369,357","142,130",$0.37,$246.06,$639.43,0,"$97,579,471.92","230,759,208","344,590","132,808",$0.43,$283.18,$734.74,0,"$102,782,727.10","$219,362,430.20","325,609","125,965",$0.48,$315.66,$815.96,0,"$105,307,125.50","205,242,453","304,842","118,787",$0.52,$345.45,$886.52,0,8.85%,11.64%
Carbaglu,Carglumic Acid,Orphan Europe/R,"$3,964,107.16","23,940",58, ,$165.59,"$68,346.68", ,0,"$6,128,698.24","33,960",57, ,$180.47,"$107,521.02", ,0,"$4,405,284.46","21,900",31, ,$201.15,"$142,105.95", ,0,"$4,407,395.27","$22,080.00",32, ,$199.61,"$137,731.10", ,0,"$5,324,286.72","25,560",36, ,$208.31,"$147,896.85", ,0,4.36%,5.91%
Carbamazepine,Carbamazepine,AHP,"$73,644.81","92,127",990,343,$0.80,$74.39,$214.71,0,"$20,322.58","26,474",288,111,$0.77,$70.56,$183.09,0,"$19,695.18","22,343",275,68,$0.88,$71.62,$289.64,0,"$18,570.71","$25,597.00",307,50,$0.73,$60.49,$371.41,0,"$18,761.43","29,214",298,104,$0.64,$62.96,$180.40,0,-11.48%,-5.33%
Carbamazepine,Carbamazepine,Apotex Corp,"$7,140,667.44","9,583,054","86,406","24,417",$0.75,$82.64,$292.45,0,"$12,280,106.64","18,534,054","161,626","38,155",$0.66,$75.98,$321.85,0,"$12,975,807.60","20,903,491","176,948","40,760",$0.62,$73.33,$318.35,0,"$16,318,172.80","$30,009,462.15","251,025","54,608",$0.54,$65.01,$298.82,0,"$6,816,693.35","12,715,052","111,976","41,031",$0.54,$60.88,$166.14,0,-1.41%,-7.90%
Carbamazepine,Carbamazepine,"Gsms, Inc.","$24,195.33","238,380","2,329",731,$0.10,$10.39,$33.10,0,"$5,836.66","60,729",609,178,$0.09,$9.58,$32.79,0,"$3,391.40","30,786",336,55,$0.12,$10.09,$61.66,0,"$3,390.69","$31,807.00",319,67,$0.10,$10.63,$50.61,0,"$4,028.16","31,311",322,64,$0.13,$12.51,$62.94,0,26.26%,6.85%
Carbamazepine,Carbamazepine,Major Pharmaceu,"$471,567.09","683,042","7,715","1,840",$0.69,$61.12,$256.29,0,"$300,371.43","429,866","4,675",849,$0.70,$64.25,$353.79,0,"$466,489.23","1,236,778","12,488","3,974",$0.38,$37.35,$117.39,0,"$1,513,720.07","$5,750,964.00","57,915","9,542",$0.26,$26.14,$158.64,0,"$1,520,570.96","5,801,932","57,718","10,077",$0.26,$26.34,$150.90,0,-0.53%,-21.56%
Carbamazepine,Carbamazepine,Morton Grove Ph,"$1,918,498.56","14,165,792","16,954","2,071",$0.14,$113.16,$926.36,0,"$1,768,158.96","13,563,184","16,185","2,101",$0.13,$109.25,$841.58,0,"$1,811,883.80","14,736,643","17,425","2,149",$0.12,$103.98,$843.13,0,"$1,706,674.95","$14,761,398.40","17,319","2,307",$0.12,$98.54,$739.78,0,"$1,450,499.39","12,737,753","15,246","2,171",$0.11,$95.14,$668.13,0,-1.51%,-4.24%
Carbamazepine,Carbamazepine,Mylan Instituti,"$463,876.49","816,940","8,302","2,611",$0.57,$55.88,$177.66,0,"$434,967.88","518,786","5,994","1,115",$0.83,$72.57,$390.11,0,"$309,532.51","400,397","4,521",762,$0.77,$68.47,$406.21,0,"$167,739.45","$243,861.50","2,787",482,$0.69,$60.19,$348.01,0,"$93,066.02","147,568","1,635",320,$0.63,$56.92,$290.83,0,-8.62%,2.57%
Carbamazepine,Carbamazepine,Precision Dose,"$19,974.50","90,192",79,13,$0.22,$252.84,"$1,536.50",0,"$9,564.50","64,770",78, ,$0.15,$122.62, ,0,"$5,088.96","30,460",38, ,$0.17,$133.92, ,1, , , , , , , , ,"$2,041.91","9,400",18, ,$0.20,$113.44, ,1, ,-2.52%
Carbamazepine,Carbamazepine,Taro Pharm USA,"$48,779,905.94","89,023,648","615,492","115,804",$0.65,$79.25,$421.23,0,"$42,767,797.93","80,807,089","549,467","96,867",$0.64,$77.84,$441.51,0,"$35,687,318.39","70,416,100","468,287","86,351",$0.61,$76.21,$413.28,0,"$23,851,833.01","$58,560,011.03","348,836","67,039",$0.50,$68.38,$355.79,0,"$32,228,060.41","78,977,622","482,547","104,300",$0.48,$66.79,$308.99,0,-4.27%,-7.22%
Carbamazepine,Carbamazepine,Teva USA,"$18,495,333.50","28,995,700","234,303","53,076",$0.64,$78.94,$348.47,0,"$17,793,919.27","26,542,023","213,130","45,387",$0.67,$83.49,$392.05,0,"$16,431,937.51","25,125,469","193,309","40,201",$0.66,$85.00,$408.74,0,"$11,247,382.61","$21,027,852.04","156,337","35,800",$0.54,$71.94,$314.17,0,"$5,754,416.45","10,990,911","82,067","25,930",$0.53,$70.12,$221.92,0,-2.22%,-4.90%
Carbamazepine,Carbamazepine,Torrent Pharmac,"$12,325,172.49","19,758,694","175,243","39,678",$0.63,$70.33,$310.63,0,"$13,301,416.56","21,218,617","188,540","40,935",$0.64,$70.55,$324.94,0,"$15,861,262.06","25,021,705","219,315","46,416",$0.65,$72.32,$341.72,0,"$15,059,276.50","$27,737,663.63","233,073","54,243",$0.55,$64.61,$277.63,0,"$17,724,644.53","34,738,093","267,569","62,056",$0.51,$66.24,$285.62,0,-6.80%,-5.00%
Carbamazepine ER,Carbamazepine,AHP,"$220,968.70","99,657","1,753",336,$2.22,$126.05,$657.64,0,"$276,154.34","78,768","1,508",229,$3.45,$183.13,"$1,205.91",0,"$159,646.13","49,789",879,188,$3.19,$181.62,$849.18,0,"$40,304.59","$13,749.00",226,51,$2.88,$178.34,$790.29,0,"$30,773.93","9,983",194,41,$3.02,$158.63,$750.58,0,4.77%,8.02%
Carbamazepine ER,Carbamazepine,Apotex Corp,"$3,318,372.64","2,818,176","25,328","7,239",$1.18,$131.02,$458.40,0,"$6,276,495.72","5,679,408","50,579","11,353",$1.11,$124.09,$552.85,0,"$11,195,773.47","9,190,966","82,959","18,464",$1.22,$134.96,$606.36,0,"$15,156,647.95","$12,845,772.00","117,237","21,887",$1.18,$129.28,$692.50,0,"$9,049,572.39","7,544,405","70,793","19,036",$1.20,$127.83,$475.39,0,1.65%,0.51%
Carbamazepine ER,Carbamazepine,Nostrum Laborat,"$9,984,401.62","8,391,696","80,930","16,635",$1.19,$123.37,$600.20,0,"$6,781,808.40","6,067,888","60,292","12,823",$1.12,$112.48,$528.88,0,"$1,174,196.51","977,679","11,372","4,287",$1.20,$103.25,$273.90,0,"$323,783.10","$273,352.00","3,172",920,$1.19,$102.08,$351.94,0,"$4,882.36","4,284",44,31,$1.14,$110.96,$157.50,0,-4.26%,-1.07%
Carbamazepine ER,Carbamazepine,Prasco Labs,"$9,546,642.36","7,914,204","80,344","14,565",$1.21,$118.82,$655.45,0,"$10,356,718.14","8,992,810","91,160","17,260",$1.15,$113.61,$600.04,0,"$13,776,882.17","11,592,228","115,140","21,325",$1.19,$119.65,$646.04,0,"$10,466,209.72","$9,027,522.00","84,540","16,494",$1.16,$123.80,$634.55,0,"$18,921,568.79","14,838,413","129,220","27,535",$1.28,$146.43,$687.18,0,9.93%,1.41%
Carbamazepine ER,Carbamazepine,Sandoz,"$16,282,301.44","9,358,250","97,360","19,468",$1.83,$167.24,$836.36,0,"$22,304,574.43","12,358,906","123,333","24,727",$1.89,$180.85,$902.03,0,"$25,954,827.39","14,835,585","145,561","29,592",$1.81,$178.31,$877.09,0,"$25,499,407.92","$14,898,263.00","143,067","29,028",$1.77,$178.23,$878.44,0,"$25,317,631.19","15,409,363","142,467","29,544",$1.71,$177.71,$856.95,0,-3.59%,-1.66%
Carbamazepine ER,Carbamazepine,Taro Pharm USA,"$28,162,287.27","16,593,048","177,930","30,869",$1.78,$158.28,$912.32,0,"$30,956,755.69","16,551,756","176,639","32,200",$1.96,$175.25,$961.39,0,"$30,913,499.74","16,055,695","170,943","29,335",$2.02,$180.84,"$1,053.81",0,"$32,892,795.67","$18,485,107.50","190,632","33,113",$1.87,$172.55,$993.35,0,"$34,359,418.96","19,632,296","195,202","34,954",$1.83,$176.02,$982.99,0,-2.18%,0.66%
Carbamazepine ER,Carbamazepine,Teva USA,"$277,434.95","241,826","2,662","1,298",$1.15,$104.22,$213.74,0,"$61,786.44","50,755",615,155,$1.23,$100.47,$398.62,0,"$44,762.62","34,325",381,71,$1.30,$117.49,$630.46,0,"$38,019.69","$32,584.00",333,77,$1.16,$114.17,$493.76,0,"$2,238.70","2,206",21,20,$1.00,$106.60,$111.94,1,-13.53%,-3.33%
Carbatrol,Carbamazepine,Shire US Inc.,"$7,083,468.82","3,980,349","32,603","3,938",$1.78,$217.26,"$1,798.75",0,"$6,382,179.02","3,597,578","28,267","3,501",$1.77,$225.78,"$1,822.96",0,"$5,740,603.57","3,223,693","24,721","3,273",$1.78,$232.22,"$1,753.93",0,"$5,153,878.40","$2,872,707.00","20,723","2,606",$1.79,$248.70,"$1,977.70",0,"$4,677,009.94","2,596,275","18,047","2,337",$1.80,$259.16,"$2,001.29",0,0.41%,0.30%
Carbidopa,Carbidopa,Alvogen Inc, , , , , , , , ,"$4,642,599.15","653,550","4,275","1,440",$7.10,"$1,085.99","$3,224.03",0,"$6,853,189.48","840,971","6,773","1,596",$8.15,"$1,011.84","$4,293.98",0,"$1,985,355.64","$240,738.50","2,258",772,$8.25,$879.25,"$2,571.70",0,"$1,640,781.47","250,019","1,960",678,$6.56,$837.13,"$2,420.03",0,-20.42%,-2.61%
Carbidopa,Carbidopa,Amerigen Pharma,"$9,606,650.27","1,194,857","9,030","2,023",$8.04,"$1,063.86","$4,748.71",0,"$5,603,451.57","748,862","6,135","1,535",$7.48,$913.36,"$3,650.46",0,"$3,720,926.83","513,553","4,417",980,$7.25,$842.41,"$3,796.86",0,"$3,047,366.56","$444,592.00","3,822",960,$6.85,$797.32,"$3,174.34",0,"$1,582,532.49","243,228","2,155",632,$6.51,$734.35,"$2,504.01",0,-5.08%,-5.15%
Carbidopa,Carbidopa,Edenbridge Phar, , , , , , , , ,"$579,327.13","60,830",507,195,$9.52,"$1,142.66","$2,970.91",1,"$2,394,950.16","323,048","2,338",534,$7.41,"$1,024.36","$4,484.93",0,"$2,028,232.72","$331,200.00","2,278",576,$6.12,$890.36,"$3,521.24",0,"$1,998,632.77","365,273","2,596",631,$5.47,$769.89,"$3,167.41",0,-10.65%,-16.87%
Carbidopa,Carbidopa,Lupin Pharmaceu, , , , , , , , , , , , , , , , , , , , , , , , ,"$2,967,238.32","$366,595.00","2,853",793,$8.09,"$1,040.04","$3,741.79",0,"$4,634,465.25","630,539","4,762","1,100",$7.35,$973.22,"$4,213.15",0,-9.19%,-9.19%
Carbidopa,Carbidopa,Oceanside Pharm,"$7,137,238.70","918,893","6,905","1,799",$7.77,"$1,033.63","$3,967.34",0,"$4,671,360.66","648,943","5,886","1,539",$7.20,$793.64,"$3,035.32",0,"$2,572,771.23","479,274","3,060","1,065",$5.37,$840.77,"$2,415.75",0,"$4,091,802.09","$820,962.33","5,236","1,453",$4.98,$781.47,"$2,816.11",0,"$3,785,587.70","828,192","5,173","1,361",$4.57,$731.80,"$2,781.48",0,-8.29%,-12.41%
Carbidopa-Levodopa,Carbidopa/Levodopa,AHP,"$60,198.02","264,589","2,723",579,$0.23,$22.11,$103.97,0,"$60,471.81","263,796","2,628",509,$0.23,$23.01,$118.81,0,"$41,043.32","148,700","1,523",373,$0.28,$26.95,$110.04,0,"$11,248.76","$50,754.00",486,214,$0.23,$23.15,$52.56,0,"$10,231.98","37,822",535,138,$0.27,$19.13,$74.14,0,19.76%,4.48%
Carbidopa-Levodopa,Carbidopa/Levodopa,Actavis/Teva,"$43,898,173.30","218,250,502","1,484,975","263,840",$0.20,$29.56,$166.38,0,"$37,386,449.86","228,543,088","1,421,171","278,444",$0.17,$26.31,$134.27,0,"$44,299,128.33","230,528,225","1,344,648","264,495",$0.19,$32.94,$167.49,0,"$48,524,988.40","$237,139,671.64","1,351,017","288,832",$0.21,$35.92,$168.00,0,"$54,630,294.48","287,589,932","1,538,216","297,114",$0.19,$35.52,$183.87,0,-6.76%,-1.32%
Carbidopa-Levodopa,Carbidopa/Levodopa,"Gsms, Inc.","$4,675.44","20,627",186,57,$0.23,$25.14,$82.03,0,"$4,430.83","24,515",244,74,$0.18,$18.16,$59.88,0,"$7,648.50","46,166",532,101,$0.17,$14.38,$75.73,0,"$10,012.86","$55,308.62",570,118,$0.18,$17.57,$84.85,0,"$6,535.94","37,509",390,74,$0.17,$16.76,$88.32,0,-4.14%,-6.41%
Carbidopa-Levodopa,Carbidopa/Levodopa,Major Pharmaceu,"$65,116.65","276,328","3,777",538,$0.24,$17.24,$121.03,0,"$57,260.15","251,042","3,467",495,$0.23,$16.52,$115.68,0,"$99,773.16","368,029","4,246",842,$0.27,$23.50,$118.50,0,"$128,055.46","$522,946.50","5,043","1,282",$0.25,$25.39,$99.89,0,"$133,704.60","546,613","5,332","1,015",$0.25,$25.08,$131.73,0,-0.59%,1.04%
Carbidopa-Levodopa,Carbidopa/Levodopa,Mayne Pharma In, , , , , , , , ,"$6,462,663.49","32,582,334","163,157","84,903",$0.20,$39.61,$76.12,0,"$30,075,769.90","142,617,118","726,116","164,114",$0.21,$41.42,$183.26,0,"$33,950,336.37","$173,039,181.00","818,799","190,470",$0.20,$41.46,$178.25,0,"$30,806,922.13","171,140,552","702,181","166,957",$0.18,$43.87,$184.52,0,-7.36%,-2.80%
Carbidopa-Levodopa,Carbidopa/Levodopa,Mckesson Packag,"$64,558.04","286,526","3,116",751,$0.23,$20.72,$85.96,0,"$93,949.72","394,226","4,334","1,407",$0.24,$21.68,$66.77,0,"$61,525.47","251,665","2,642",860,$0.25,$23.29,$71.54,0,"$30,781.97","$117,553.50","1,342",292,$0.26,$22.94,$105.42,0,"$10,982.59","44,831",553,154,$0.25,$19.86,$71.32,0,-4.60%,2.25%
Carbidopa-Levodopa,Carbidopa/Levodopa,Mylan,"$10,361,928.85","42,345,127","252,139","68,099",$0.25,$41.10,$152.16,0,"$13,643,568.12","65,001,149","358,334","94,661",$0.22,$38.08,$144.13,0,"$15,904,154.70","72,522,135","404,728","100,015",$0.24,$39.30,$159.02,0,"$9,552,468.90","$44,939,981.72","208,300","78,227",$0.25,$45.86,$122.11,0,"$3,577,919.23","23,680,444","78,637","29,403",$0.18,$45.50,$121.69,0,-26.35%,-7.46%
Carbidopa-Levodopa,Carbidopa/Levodopa,Mylan Instituti,"$18,944.05","86,428",911,195,$0.22,$20.79,$97.15,0,"$23,378.74","109,665",976,221,$0.21,$23.95,$105.79,0,"$29,773.96","136,556","1,036",253,$0.22,$28.74,$117.68,0,"$23,012.90","$99,130.00",841,175,$0.23,$27.36,$131.50,0,"$21,441.73","95,207",785,192,$0.23,$27.31,$111.68,0,-2.99%,0.68%
Carbidopa-Levodopa,Carbidopa/Levodopa,Sun Pharma Glob,"$473,711.26","501,995","3,143","1,218",$0.94,$150.72,$388.93,0,"$439,172.36","420,951","3,094","1,038",$1.04,$141.94,$423.09,0,"$605,693.56","590,876","4,443","1,411",$1.02,$136.33,$429.27,0,"$1,623,511.40","$1,681,284.20","9,978","3,828",$0.98,$162.71,$424.11,0,"$4,376,020.65","4,623,938","27,620","7,751",$0.95,$158.44,$564.57,0,-2.69%,0.20%
Carbidopa-Levodopa,Carbidopa/Levodopa,Sun Pharmaceuti,"$4,281,406.91","18,980,568","165,769","35,338",$0.23,$25.83,$121.16,0,"$6,163,739.90","33,370,944","256,636","66,128",$0.19,$24.02,$93.21,0,"$9,177,036.09","44,246,397","313,349","76,378",$0.21,$29.29,$120.15,0,"$13,933,517.81","$69,115,482.47","466,752","123,740",$0.20,$29.85,$112.60,0,"$14,228,412.17","71,115,651","484,857","99,647",$0.20,$29.35,$142.79,0,0.11%,-2.68%
Carbidopa-Levodopa ER,Carbidopa/Levodopa,AHP,"$310,693.05","536,401","6,214","2,209",$0.59,$50.00,$140.65,0,"$116,902.11","240,140","3,215",786,$0.50,$36.36,$148.73,0,"$193,490.46","415,567","5,073","2,102",$0.49,$38.14,$92.05,0,"$83,128.72","$179,948.00","2,037",849,$0.47,$40.81,$97.91,0,"$111,275.75","269,682","2,723","1,066",$0.42,$40.87,$104.39,0,-9.16%,-7.81%
Carbidopa-Levodopa ER,Carbidopa/Levodopa,Accord Healthca,"$10,646,519.02","19,039,063","152,807","42,162",$0.56,$69.67,$252.51,0,"$12,395,974.66","26,720,459","217,791","51,865",$0.47,$56.92,$239.00,0,"$8,834,232.08","15,907,062","146,402","49,455",$0.56,$60.34,$178.63,0,"$2,514,424.86","$3,498,353.50","35,645","15,252",$0.72,$70.54,$164.86,0,"$3,624,295.39","5,389,697","51,172","15,716",$0.67,$70.83,$230.61,0,-6.31%,4.50%
Carbidopa-Levodopa ER,Carbidopa/Levodopa,Bluepoint Labor,"$1,341,253.75","2,143,639","22,193","6,133",$0.63,$60.44,$218.69,0,"$1,238,941.19","2,416,257","27,622","5,053",$0.52,$44.85,$245.19,0,"$1,228,359.19","2,013,946","24,620","5,183",$0.62,$49.89,$237.00,0,"$1,038,515.82","$1,455,881.00","17,375","4,059",$0.71,$59.77,$255.86,0,"$1,201,570.61","1,885,153","19,063","6,127",$0.66,$63.03,$196.11,0,-8.04%,0.90%
Carbidopa-Levodopa ER,Carbidopa/Levodopa,Mylan,"$17,467,927.58","31,704,013","264,709","65,439",$0.56,$65.99,$266.93,0,"$13,488,943.87","30,929,795","254,904","59,706",$0.44,$52.92,$225.92,0,"$12,752,394.15","26,724,500","219,105","61,251",$0.49,$58.20,$208.20,0,"$13,515,463.92","$24,355,072.50","190,796","52,988",$0.56,$70.84,$255.07,0,"$3,596,901.61","7,875,365","56,115","23,358",$0.46,$64.10,$153.99,0,-17.86%,-4.47%
Carbidopa-Levodopa ER,Carbidopa/Levodopa,Mylan Instituti,"$272,885.42","495,648","5,589","2,443",$0.56,$48.83,$111.70,0,"$142,693.17","288,612","3,095","1,030",$0.50,$46.10,$138.54,0,"$288,711.03","598,031","5,931","3,064",$0.50,$48.68,$94.23,0,"$384,505.98","$676,811.67","6,749","2,522",$0.57,$56.97,$152.46,0,"$143,483.91","277,281","2,928","1,116",$0.54,$49.00,$128.57,0,-5.54%,-0.80%
Carbidopa-Levodopa ER,Carbidopa/Levodopa,Sun Pharmaceuti,"$5,453,706.80","9,524,051","103,977","31,360",$0.58,$52.45,$173.91,0,"$2,607,676.75","5,331,763","60,386","14,846",$0.49,$43.18,$175.65,0,"$10,111,013.21","19,059,211","161,079","52,601",$0.54,$62.77,$192.22,0,"$21,187,264.51","$36,732,081.36","304,377","73,736",$0.59,$69.61,$287.34,0,"$33,142,842.41","55,304,592","425,307","95,237",$0.61,$77.93,$348.00,0,4.15%,1.35%
Carbidopa-Levodopa-Entacapone,Carbidopa/Levodopa/Entacapone,Mylan,"$10,678,125.38","4,381,115","34,144","6,759",$2.44,$312.74,"$1,579.84",0,"$10,145,212.55","5,137,501","36,149","6,839",$1.98,$280.65,"$1,483.44",0,"$13,206,102.06","5,427,318","34,839","7,273",$2.43,$379.06,"$1,815.77",0,"$8,093,573.19","$3,530,143.50","22,945","5,219",$2.29,$352.74,"$1,550.79",0,"$4,751,357.95","2,256,441","13,424","4,121",$2.11,$353.95,"$1,152.96",0,-8.19%,-3.60%
Carbidopa-Levodopa-Entacapone,Carbidopa/Levodopa/Entacapone,Sandoz,"$4,971,293.32","2,162,987","18,659","3,776",$2.30,$266.43,"$1,316.55",0,"$3,628,312.35","1,705,628","16,208","2,996",$2.13,$223.86,"$1,211.05",0,"$6,801,136.68","2,872,823","24,312","4,937",$2.37,$279.74,"$1,377.58",0,"$9,945,679.33","$4,350,227.00","32,692","6,121",$2.29,$304.22,"$1,624.85",0,"$10,501,731.81","5,147,476","37,327","7,073",$2.04,$281.34,"$1,484.76",0,-10.82%,-2.93%
Carbidopa-Levodopa-Entacapone,Carbidopa/Levodopa/Entacapone,Sun Pharma Glob,"$26,711,703.22","10,849,279","74,975","13,870",$2.46,$356.27,"$1,925.86",0,"$17,092,393.04","8,056,636","57,158","10,683",$2.12,$299.04,"$1,599.96",0,"$11,430,937.69","4,843,161","35,436","7,377",$2.36,$322.58,"$1,549.54",0,"$8,511,970.24","$3,903,284.00","26,210","5,170",$2.18,$324.76,"$1,646.42",0,"$6,177,960.40","3,177,709","18,814","4,354",$1.95,$328.37,"$1,418.92",0,-10.89%,-5.70%
Carbidopa-Levodopa-Entacapone,Carbidopa/Levodopa/Entacapone,Wockhardt USA L,"$2,557,962.63","1,024,819","10,216","2,289",$2.50,$250.39,"$1,117.50",0,"$4,739,637.88","2,154,320","14,318","3,371",$2.21,$331.03,"$1,406.00",0,"$6,118,739.24","2,733,456","18,439","3,883",$2.24,$331.84,"$1,575.78",0,"$6,197,510.32","$2,852,096.00","19,098","4,650",$2.17,$324.51,"$1,332.80",0,"$5,947,226.96","3,017,492","20,082","4,761",$1.97,$296.15,"$1,249.16",0,-9.14%,-5.69%
Carbinoxamine Maleate,Carbinoxamine Maleate,"Biocomp Pharma,","$2,183.76","4,817",74,63,$0.45,$29.51,$34.66,0,"$15,694.24","31,539",572,291,$0.50,$27.44,$53.93,0,"$19,459.42","37,668",577,284,$0.52,$33.73,$68.52,0,"$19,026.49","$36,176.00",562,276,$0.53,$33.85,$68.94,0,"$19,594.99","38,916",570,295,$0.50,$34.38,$66.42,0,-4.26%,2.66%
Carbinoxamine Maleate,Carbinoxamine Maleate,Breckenridge,"$54,883.29","110,875","1,348",656,$0.52,$40.71,$83.66,0,"$36,630.27","76,941",989,443,$0.48,$37.04,$82.69,0,"$31,464.44","67,266",840,417,$0.48,$37.46,$75.45,0,"$28,954.33","$61,145.00",724,369,$0.49,$39.99,$78.47,0,"$32,170.41","72,244",837,435,$0.46,$38.44,$73.95,0,-6.00%,-2.53%
Carbinoxamine Maleate,Carbinoxamine Maleate,Foxland Pharmac, , , , , , , , , , , , , , , , , , , , , , , , ,"$768,870.22","$18,130.00",220,117,$42.41,"$3,494.86","$6,571.54",0,"$1,415,361.13","33,514",461,200,$42.23,"$3,070.20","$7,076.81",0,-0.42%,-0.42%
Carbinoxamine Maleate,Carbinoxamine Maleate,Par Pharm.,"$124,616.50","237,282","3,963","1,773",$0.54,$31.44,$70.29,0,"$51,525.69","106,213","1,581",791,$0.52,$32.59,$65.14,0,"$33,097.50","71,120","1,052",536,$0.51,$31.46,$61.75,0,"$30,945.46","$69,793.00",954,460,$0.49,$32.44,$67.27,0,"$33,446.36","78,939",884,456,$0.47,$37.84,$73.35,0,-3.52%,-3.33%
Carboplatin,Carboplatin,Accord Healthca, , , , , , , , , , , , , , , , ,"$1,883.89","1,460",26,16,$1.29,$72.46,$117.74,1,"$16,088.49","$12,940.00",258,90,$1.24,$62.36,$178.76,0,"$17,772.17","13,859",280,102,$1.28,$63.47,$174.24,0,3.14%,-0.31%
